Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2),Person_ID,Label,Smoothed_Label
3177974,0.16,0.04,-9.49,Person_1,Static,Walking
3177986,0.2,0.04,-9.61,Person_1,Static,Walking
3177998,0.2,0.08,-9.57,Person_1,Static,Static
3178010,0.2,0.0,-9.49,Person_1,Static,Static
3178022,0.2,0.04,-9.57,Person_1,Static,Static
3178034,0.16,0.0,-9.57,Person_1,Static,Static
3178046,0.16,0.0,-9.49,Person_1,Static,Static
3178058,0.24,-0.04,-9.45,Person_1,Static,Static
3178070,0.16,0.0,-9.57,Person_1,Static,Static
3178082,0.2,0.04,-9.57,Person_1,Static,Static
3178094,0.2,0.0,-9.53,Person_1,Static,Static
3178106,0.16,0.0,-9.49,Person_1,Static,Static
3178118,0.16,0.0,-9.53,Person_1,Static,Static
3178130,0.2,0.04,-9.53,Person_1,Static,Static
3178142,0.2,0.0,-9.53,Person_1,Static,Static
3178154,0.16,0.04,-9.53,Person_1,Static,Static
3178166,0.2,0.0,-9.57,Person_1,Static,Static
3178178,0.16,0.0,-9.57,Person_1,Static,Static
3178190,0.16,0.0,-9.57,Person_1,Static,Static
3178202,0.2,-0.04,-9.61,Person_1,Static,Static
3178214,0.2,0.0,-9.53,Person_1,Static,Static
3178226,0.16,0.04,-9.53,Person_1,Static,Static
3178238,0.2,0.0,-9.57,Person_1,Static,Static
3178250,0.2,0.0,-9.57,Person_1,Static,Static
3178262,0.16,0.0,-9.53,Person_1,Static,Static
3178274,0.24,0.04,-9.57,Person_1,Static,Static
3178286,0.2,0.0,-9.53,Person_1,Static,Static
3178298,0.16,0.0,-9.61,Person_1,Static,Static
3178310,0.16,0.0,-9.57,Person_1,Static,Static
3178322,0.16,0.0,-9.53,Person_1,Static,Static
3178334,0.2,0.0,-9.53,Person_1,Static,Static
3178346,0.16,0.04,-9.53,Person_1,Static,Static
3178358,0.2,0.0,-9.57,Person_1,Static,Static
3178370,0.2,0.0,-9.53,Person_1,Static,Static
3178382,0.2,0.0,-9.53,Person_1,Static,Static
3178394,0.2,0.0,-9.49,Person_1,Static,Static
3178406,0.16,0.0,-9.53,Person_1,Static,Static
3178418,0.16,0.0,-9.53,Person_1,Static,Static
3178430,0.16,0.04,-9.53,Person_1,Static,Static
3178442,0.16,0.0,-9.53,Person_1,Static,Static
3178454,0.2,0.0,-9.49,Person_1,Static,Static
3178466,0.16,0.0,-9.53,Person_1,Static,Static
3178478,0.16,0.04,-9.49,Person_1,Static,Static
3178490,0.16,0.0,-9.49,Person_1,Static,Static
3178502,0.16,0.0,-9.53,Person_1,Static,Static
3178514,0.2,-0.04,-9.49,Person_1,Static,Static
3178526,0.16,0.0,-9.49,Person_1,Static,Static
3178538,0.16,0.0,-9.53,Person_1,Static,Static
3178550,0.2,0.0,-9.49,Person_1,Static,Static
3178562,0.2,-0.04,-9.53,Person_1,Static,Static
3178574,0.16,0.0,-9.53,Person_1,Static,Static
3178586,0.16,0.0,-9.57,Person_1,Static,Walking
3178598,0.2,0.0,-9.53,Person_1,Static,Walking
3178610,0.2,0.0,-9.53,Person_1,Static,Walking
3178622,0.2,-0.04,-9.49,Person_1,Static,Walking
3178634,0.12,0.0,-9.53,Person_1,Walking,Walking
3178646,0.12,0.04,-9.3,Person_1,Walking,Walking
3178658,0.24,-0.27,-10.2,Person_1,Walking,Walking
3178670,0.24,0.04,-10.2,Person_1,Walking,Walking
3178682,0.12,-0.2,-8.71,Person_1,Walking,Walking
3178694,0.04,0.12,-10.12,Person_1,Walking,Walking
3178706,0.27,0.08,-10.16,Person_1,Walking,Walking
3178718,0.27,0.0,-9.14,Person_1,Walking,Walking
3178730,0.2,0.0,-9.81,Person_1,Walking,Walking
3178742,0.12,0.0,-9.34,Person_1,Walking,Walking
3178754,0.24,0.04,-9.65,Person_1,Walking,Walking
3178766,0.16,-0.04,-9.3,Person_1,Walking,Walking
3178778,0.2,0.0,-9.77,Person_1,Static,Walking
3178790,0.16,0.0,-9.45,Person_1,Static,Walking
3178802,0.16,0.0,-9.65,Person_1,Static,Walking
3178814,0.2,0.04,-9.34,Person_1,Static,Walking
3178826,0.24,0.04,-9.57,Person_1,Static,Walking
3178838,0.16,0.04,-9.65,Person_1,Static,Static
3178850,0.16,0.0,-9.49,Person_1,Static,Static
3178862,0.2,0.0,-9.53,Person_1,Static,Static
3178874,0.16,0.0,-9.57,Person_1,Static,Static
3178886,0.2,0.0,-9.57,Person_1,Static,Static
3178898,0.24,-0.04,-9.45,Person_1,Static,Static
3178910,0.2,0.0,-9.57,Person_1,Static,Static
3178922,0.2,0.0,-9.61,Person_1,Static,Static
3178934,0.2,0.04,-9.61,Person_1,Static,Static
3178946,0.16,0.04,-9.53,Person_1,Static,Static
3178958,0.2,0.0,-9.49,Person_1,Static,Static
3178970,0.2,0.04,-9.53,Person_1,Static,Static
3178982,0.2,0.0,-9.57,Person_1,Static,Static
3178994,0.2,-0.04,-9.53,Person_1,Static,Static
3179006,0.2,0.04,-9.53,Person_1,Static,Static
3179018,0.2,0.0,-9.53,Person_1,Static,Static
3179030,0.24,0.04,-9.53,Person_1,Static,Static
3179042,0.2,0.0,-9.57,Person_1,Static,Static
3179054,0.24,0.0,-9.61,Person_1,Static,Static
3179066,0.16,0.04,-9.57,Person_1,Static,Static
3179078,0.2,0.0,-9.57,Person_1,Static,Static
3179090,0.16,0.0,-9.53,Person_1,Static,Static
3179102,0.24,0.0,-9.57,Person_1,Static,Static
3179114,0.2,0.04,-9.57,Person_1,Static,Static
3179126,0.16,0.0,-9.53,Person_1,Static,Static
3179138,0.2,0.0,-9.53,Person_1,Static,Static
3179150,0.2,0.0,-9.57,Person_1,Static,Static
3179162,0.2,0.0,-9.57,Person_1,Static,Static
3179174,0.2,0.0,-9.53,Person_1,Static,Static
3179186,0.2,0.0,-9.53,Person_1,Static,Static
3179198,0.2,0.0,-9.53,Person_1,Static,Static
3179210,0.2,0.04,-9.57,Person_1,Static,Static
3179222,0.16,0.0,-9.57,Person_1,Static,Static
3179234,0.24,-0.04,-9.53,Person_1,Static,Static
3179246,0.16,0.0,-9.57,Person_1,Static,Static
3179258,0.2,0.0,-9.53,Person_1,Static,Static
3179270,0.16,0.0,-9.61,Person_1,Static,Static
3179282,0.16,0.0,-9.57,Person_1,Static,Static
3179294,0.2,0.04,-9.57,Person_1,Static,Static
3179306,0.2,0.0,-9.57,Person_1,Static,Static
3179318,0.2,0.04,-9.53,Person_1,Static,Static
3179330,0.16,0.0,-9.53,Person_1,Static,Static
3179342,0.2,0.0,-9.57,Person_1,Static,Static
3179354,0.2,0.0,-9.53,Person_1,Static,Static
3179366,0.16,0.0,-9.53,Person_1,Static,Static
3179378,0.24,0.0,-9.53,Person_1,Static,Static
3179390,0.16,0.0,-9.57,Person_1,Static,Static
3179402,0.16,0.0,-9.53,Person_1,Static,Static
3179414,0.16,0.0,-9.53,Person_1,Static,Static
3179426,0.24,0.04,-9.49,Person_1,Static,Static
3179438,0.24,0.0,-9.53,Person_1,Static,Static
3179450,0.2,0.0,-9.53,Person_1,Static,Static
3179462,0.2,0.04,-9.53,Person_1,Static,Static
3179474,0.2,0.0,-9.57,Person_1,Static,Static
3179486,0.24,0.04,-9.49,Person_1,Static,Static
3179498,0.16,0.0,-9.57,Person_1,Static,Static
3179510,0.2,0.0,-9.57,Person_1,Static,Static
3179522,0.16,0.0,-9.49,Person_1,Static,Static
3179534,0.16,0.0,-9.53,Person_1,Static,Static
3179546,0.24,0.04,-9.53,Person_1,Static,Static
3179558,0.16,0.0,-9.49,Person_1,Static,Static
3179570,0.16,0.0,-9.53,Person_1,Static,Static
3179582,0.2,0.0,-9.49,Person_1,Static,Static
3179594,0.2,-0.04,-9.53,Person_1,Static,Static
3179606,0.2,-0.04,-9.53,Person_1,Static,Static
3179618,0.24,0.0,-9.49,Person_1,Static,Static
3179630,0.16,0.0,-9.53,Person_1,Static,Static
3179642,0.2,-0.04,-9.53,Person_1,Static,Fall_Down
3179654,0.2,0.0,-9.53,Person_1,Static,Fall_Down
3179666,0.2,0.0,-9.57,Person_1,Static,Fall_Down
3179678,0.2,0.04,-9.61,Person_1,Static,Fall_Down
3179690,0.2,0.0,-9.57,Person_1,Fall_Down,Fall_Down
3179702,0.51,1.29,-0.31,Person_1,Fall_Down,Fall_Down
3179714,-0.39,-0.47,-14.12,Person_1,Fall_Down,Fall_Down
3179726,1.33,1.92,-1.14,Person_1,Fall_Down,Fall_Down
3179738,0.0,-1.73,-14.79,Person_1,Walking,Fall_Down
3179750,-0.24,-1.37,-10.67,Person_1,Walking,Fall_Down
3179762,-0.08,0.31,-8.51,Person_1,Walking,Fall_Down
3179774,0.43,-0.47,-10.59,Person_1,Walking,Fall_Down
3179786,0.0,0.12,-9.81,Person_1,Walking,Fall_Down
3179798,0.16,-0.12,-9.02,Person_1,Walking,Walking
3179810,0.24,-0.04,-8.63,Person_1,Walking,Walking
3179822,0.2,0.0,-9.57,Person_1,Walking,Walking
3179834,0.39,-0.2,-9.92,Person_1,Walking,Walking
3179846,0.12,0.0,-9.69,Person_1,Walking,Walking
3179858,0.12,0.04,-9.34,Person_1,Walking,Walking
3179870,0.27,0.0,-9.26,Person_1,Walking,Walking
3179882,0.2,0.0,-9.77,Person_1,Walking,Walking
3179894,0.16,0.0,-9.77,Person_1,Walking,Walking
3179906,0.24,0.0,-9.49,Person_1,Static,Walking
3179918,0.2,-0.04,-9.49,Person_1,Static,Walking
3179930,0.12,0.04,-9.38,Person_1,Static,Walking
3179942,0.16,0.0,-9.65,Person_1,Static,Walking
3179954,0.2,0.0,-9.45,Person_1,Static,Walking
3179966,0.16,0.0,-9.49,Person_1,Static,Static
3179978,0.16,0.0,-9.53,Person_1,Static,Static
3179990,0.24,0.0,-9.61,Person_1,Static,Static
3180002,0.2,0.0,-9.53,Person_1,Static,Static
3180014,0.2,0.0,-9.61,Person_1,Static,Static
3180026,0.16,0.0,-9.57,Person_1,Static,Static
3180038,0.16,0.0,-9.49,Person_1,Static,Static
3180050,0.16,0.04,-9.45,Person_1,Static,Static
3180062,0.2,0.0,-9.61,Person_1,Static,Static
3180074,0.2,0.0,-9.57,Person_1,Static,Static
3180086,0.2,0.0,-9.53,Person_1,Static,Static
3180098,0.16,0.0,-9.49,Person_1,Static,Static
3180110,0.2,0.0,-9.49,Person_1,Static,Static
3180122,0.2,0.0,-9.53,Person_1,Static,Static
3180134,0.16,0.04,-9.53,Person_1,Static,Static
3180146,0.2,0.04,-9.57,Person_1,Static,Static
3180158,0.2,0.0,-9.53,Person_1,Static,Static
3180170,0.2,0.0,-9.53,Person_1,Static,Static
3180182,0.2,0.04,-9.53,Person_1,Static,Static
3180194,0.16,0.0,-9.57,Person_1,Static,Static
3180206,0.16,0.0,-9.49,Person_1,Static,Static
3180218,0.2,0.04,-9.57,Person_1,Static,Static
3180230,0.2,0.0,-9.57,Person_1,Static,Static
3180242,0.24,0.04,-9.53,Person_1,Static,Static
3180254,0.16,0.0,-9.53,Person_1,Static,Static
3180266,0.16,0.04,-9.61,Person_1,Static,Static
3180278,0.2,0.0,-9.57,Person_1,Static,Static
3180290,0.24,0.0,-9.53,Person_1,Static,Static
3180302,0.24,0.0,-9.53,Person_1,Static,Static
3180314,0.2,0.0,-9.57,Person_1,Static,Static
3180326,0.16,0.0,-9.49,Person_1,Static,Static
3180338,0.2,0.0,-9.57,Person_1,Static,Static
3180350,0.2,0.04,-9.53,Person_1,Static,Static
3180362,0.2,0.0,-9.49,Person_1,Static,Static
3180374,0.16,0.0,-9.53,Person_1,Static,Static
3180386,0.16,0.0,-9.53,Person_1,Static,Static
3180398,0.24,0.04,-9.53,Person_1,Static,Static
3180410,0.24,0.0,-9.53,Person_1,Static,Static
3180422,0.2,0.04,-9.53,Person_1,Static,Static
3180434,0.16,0.0,-9.53,Person_1,Static,Static
3180446,0.24,0.0,-9.57,Person_1,Static,Static
3180458,0.16,0.0,-9.57,Person_1,Static,Static
3180470,0.2,0.04,-9.57,Person_1,Static,Static
3180482,0.16,0.04,-9.53,Person_1,Static,Static
3180494,0.2,0.0,-9.61,Person_1,Static,Static
3180506,0.2,0.0,-9.57,Person_1,Static,Static
3180518,0.2,0.0,-9.53,Person_1,Static,Static
3180530,0.2,0.04,-9.49,Person_1,Static,Static
3180542,0.2,0.04,-9.53,Person_1,Static,Static
3180554,0.16,0.0,-9.57,Person_1,Static,Static
3180566,0.16,0.0,-9.57,Person_1,Static,Static
3180578,0.16,-0.04,-9.49,Person_1,Static,Static
3180590,0.2,0.0,-9.61,Person_1,Static,Static
3180602,0.16,0.04,-9.61,Person_1,Static,Static
3180614,0.2,0.0,-9.53,Person_1,Static,Static
3180626,0.16,0.0,-9.49,Person_1,Static,Static
3180638,0.2,0.0,-9.53,Person_1,Static,Static
3180650,0.2,0.0,-9.53,Person_1,Static,Static
3180662,0.16,0.04,-9.57,Person_1,Static,Static
3180674,0.16,0.0,-9.53,Person_1,Static,Static
3180686,0.2,0.0,-9.57,Person_1,Static,Static
3180698,0.2,0.0,-9.49,Person_1,Static,Static
3180710,0.2,0.0,-9.49,Person_1,Static,Static
3180722,0.2,0.0,-9.53,Person_1,Static,Static
3180734,0.2,0.0,-9.53,Person_1,Static,Static
3180746,0.16,0.0,-9.53,Person_1,Static,Static
3180758,0.2,0.0,-9.53,Person_1,Static,Static
3180770,0.2,0.0,-9.49,Person_1,Static,Static
3180782,0.16,0.0,-9.49,Person_1,Static,Static
3180794,0.24,0.0,-9.53,Person_1,Static,Static
3180806,0.2,0.0,-9.53,Person_1,Static,Static
3180818,0.2,0.0,-9.53,Person_1,Static,Static
3180830,0.16,0.0,-9.57,Person_1,Static,Static
3180842,0.2,0.0,-9.53,Person_1,Static,Static
3180854,0.16,0.0,-9.57,Person_1,Static,Static
3180866,0.16,0.0,-9.53,Person_1,Static,Static
3180878,0.2,0.0,-9.61,Person_1,Static,Static
3180890,0.2,0.0,-9.53,Person_1,Static,Static
3180902,0.2,-0.04,-9.53,Person_1,Static,Static
3180914,0.24,0.0,-9.53,Person_1,Static,Static
3180926,0.2,0.04,-9.53,Person_1,Static,Static
3180938,0.2,0.0,-9.53,Person_1,Static,Static
3180950,0.16,0.0,-9.57,Person_1,Static,Static
3180962,0.2,0.0,-9.57,Person_1,Static,Static
3180974,0.24,0.0,-9.53,Person_1,Static,Static
3180986,0.2,0.04,-9.57,Person_1,Static,Static
3180998,0.2,0.0,-9.57,Person_1,Static,Static
3181010,0.2,0.0,-9.57,Person_1,Static,Static
3181022,0.2,0.04,-9.57,Person_1,Static,Static
3181034,0.16,0.0,-9.53,Person_1,Static,Static
3181046,0.16,0.0,-9.53,Person_1,Static,Static
3181058,0.16,0.0,-9.53,Person_1,Static,Static
3181070,0.2,0.0,-9.49,Person_1,Static,Static
3181082,0.16,0.0,-9.53,Person_1,Static,Static
3181094,0.27,-0.04,-9.53,Person_1,Static,Static
3181106,0.12,0.04,-9.53,Person_1,Static,Static
3181118,0.2,0.0,-9.53,Person_1,Static,Static
3181130,0.16,0.0,-9.57,Person_1,Static,Static
3181142,0.2,0.0,-9.53,Person_1,Static,Static
3181154,0.16,0.04,-9.53,Person_1,Static,Walking
3181166,0.24,0.0,-9.53,Person_1,Static,Walking
3181178,0.2,0.0,-9.53,Person_1,Static,Walking
3181190,0.2,0.0,-9.53,Person_1,Static,Walking
3181202,0.2,0.0,-9.49,Person_1,Walking,Walking
3181214,0.16,0.0,-9.3,Person_1,Walking,Walking
3181226,0.24,-0.04,-10.08,Person_1,Walking,Walking
3181238,0.12,-0.2,-8.94,Person_1,Walking,Walking
3181250,0.04,0.04,-9.77,Person_1,Walking,Walking
3181262,0.24,-0.12,-8.87,Person_1,Walking,Walking
3181274,0.16,0.0,-10.08,Person_1,Walking,Walking
3181286,0.2,0.04,-9.81,Person_1,Walking,Walking
3181298,0.12,0.04,-9.26,Person_1,Walking,Walking
3181310,0.27,0.0,-9.77,Person_1,Walking,Walking
3181322,0.16,0.0,-9.45,Person_1,Static,Walking
3181334,0.24,-0.04,-9.53,Person_1,Static,Walking
3181346,0.24,0.0,-9.49,Person_1,Static,Walking
3181358,0.2,0.0,-9.61,Person_1,Static,Walking
3181370,0.16,0.0,-9.45,Person_1,Static,Walking
3181382,0.16,0.0,-9.53,Person_1,Static,Static
3181394,0.12,0.0,-9.53,Person_1,Static,Static
3181406,0.24,0.0,-9.49,Person_1,Static,Static
3181418,0.2,0.0,-9.53,Person_1,Static,Static
3181430,0.2,0.0,-9.57,Person_1,Static,Static
3181442,0.16,0.04,-9.53,Person_1,Static,Static
3181454,0.2,0.04,-9.61,Person_1,Static,Static
3181466,0.2,0.04,-9.49,Person_1,Static,Static
3181478,0.2,0.0,-9.57,Person_1,Static,Static
3181490,0.2,0.0,-9.65,Person_1,Static,Static
3181502,0.2,0.0,-9.53,Person_1,Static,Static
3181514,0.2,0.04,-9.49,Person_1,Static,Static
3181526,0.2,-0.04,-9.49,Person_1,Static,Static
3181538,0.16,0.0,-9.53,Person_1,Static,Static
3181550,0.16,0.04,-9.53,Person_1,Static,Static
3181562,0.2,0.04,-9.53,Person_1,Static,Static
3181574,0.16,0.0,-9.57,Person_1,Static,Static
3181586,0.24,0.0,-9.49,Person_1,Static,Static
3181598,0.2,0.0,-9.57,Person_1,Static,Static
3181610,0.2,0.0,-9.49,Person_1,Static,Static
3181622,0.16,0.04,-9.57,Person_1,Static,Static
3181634,0.16,0.0,-9.53,Person_1,Static,Static
3181646,0.2,0.0,-9.57,Person_1,Static,Static
3181658,0.16,0.0,-9.49,Person_1,Static,Static
3181670,0.2,0.04,-9.53,Person_1,Static,Static
3181682,0.2,0.04,-9.57,Person_1,Static,Static
3181694,0.2,0.0,-9.57,Person_1,Static,Static
3181706,0.2,0.0,-9.53,Person_1,Static,Static
3181718,0.24,0.0,-9.49,Person_1,Static,Static
3181730,0.16,0.0,-9.53,Person_1,Static,Static
3181742,0.24,0.0,-9.53,Person_1,Static,Static
3181754,0.2,0.0,-9.53,Person_1,Static,Static
3181766,0.24,-0.04,-9.53,Person_1,Static,Static
3181778,0.16,0.0,-9.57,Person_1,Static,Static
3181790,0.16,0.0,-9.53,Person_1,Static,Static
3181802,0.2,0.0,-9.49,Person_1,Static,Static
3181814,0.2,0.04,-9.57,Person_1,Static,Static
3181826,0.16,0.0,-9.53,Person_1,Static,Static
3181838,0.2,0.04,-9.53,Person_1,Static,Static
3181850,0.2,0.0,-9.57,Person_1,Static,Static
3181862,0.2,0.0,-9.57,Person_1,Static,Static
3181874,0.2,0.0,-9.61,Person_1,Static,Static
3181886,0.2,0.0,-9.61,Person_1,Static,Static
3181898,0.2,0.0,-9.53,Person_1,Static,Static
3181910,0.2,0.0,-9.53,Person_1,Static,Static
3181922,0.16,0.0,-9.53,Person_1,Static,Static
3181934,0.2,0.0,-9.53,Person_1,Static,Static
3181946,0.16,0.04,-9.57,Person_1,Static,Static
3181958,0.24,0.0,-9.49,Person_1,Static,Static
3181970,0.2,0.0,-9.57,Person_1,Static,Static
3181982,0.2,0.0,-9.53,Person_1,Static,Static
3181994,0.16,0.0,-9.53,Person_1,Static,Static
3182006,0.2,0.0,-9.57,Person_1,Static,Static
3182018,0.24,0.04,-9.49,Person_1,Static,Static
3182030,0.2,-0.04,-9.53,Person_1,Static,Static
3182042,0.2,0.0,-9.49,Person_1,Static,Static
3182054,0.24,0.0,-9.57,Person_1,Static,Static
3182066,0.2,0.0,-9.49,Person_1,Static,Static
3182078,0.16,0.0,-9.57,Person_1,Static,Static
3182090,0.2,0.0,-9.53,Person_1,Static,Static
3182102,0.2,0.0,-9.53,Person_1,Static,Static
3182114,0.16,0.0,-9.53,Person_1,Static,Static
3182126,0.2,0.0,-9.53,Person_1,Static,Static
3182138,0.2,0.0,-9.53,Person_1,Static,Static
3182150,0.16,0.04,-9.57,Person_1,Static,Static
3182162,0.16,0.0,-9.61,Person_1,Static,Static
3182174,0.16,0.04,-9.53,Person_1,Static,Static
3182186,0.2,0.0,-9.53,Person_1,Static,Static
3182198,0.2,0.0,-9.57,Person_1,Static,Static
3182210,0.16,-0.08,-9.53,Person_1,Static,Static
3182222,0.16,0.0,-9.57,Person_1,Static,Static
3182234,0.2,0.0,-9.53,Person_1,Static,Static
3182246,0.2,0.0,-9.53,Person_1,Static,Static
3182258,0.16,-0.04,-9.57,Person_1,Static,Static
3182270,0.2,0.04,-9.53,Person_1,Static,Static
3182282,0.16,0.0,-9.57,Person_1,Static,Static
3182294,0.2,0.04,-9.53,Person_1,Static,Static
3182306,0.2,0.0,-9.57,Person_1,Static,Static
3182318,0.16,0.04,-9.53,Person_1,Static,Static
3182330,0.2,0.04,-9.49,Person_1,Static,Static
3182342,0.2,0.0,-9.53,Person_1,Static,Static
3182354,0.2,0.0,-9.53,Person_1,Static,Static
3182366,0.16,0.0,-9.53,Person_1,Static,Static
3182378,0.24,0.0,-9.57,Person_1,Static,Static
3182390,0.16,0.0,-9.53,Person_1,Static,Static
3182402,0.16,0.0,-9.53,Person_1,Static,Static
3182414,0.2,0.0,-9.49,Person_1,Static,Static
3182426,0.16,0.0,-9.57,Person_1,Static,Static
3182438,0.2,0.0,-9.49,Person_1,Static,Static
3182450,0.2,-0.04,-9.53,Person_1,Static,Static
3182462,0.16,0.0,-9.57,Person_1,Static,Static
3182474,0.2,0.0,-9.61,Person_1,Static,Static
3182486,0.2,0.0,-9.49,Person_1,Static,Static
3182498,0.2,0.0,-9.49,Person_1,Static,Static
3182510,0.2,0.04,-9.49,Person_1,Static,Static
3182522,0.2,0.0,-9.53,Person_1,Static,Static
3182534,0.16,0.0,-9.61,Person_1,Static,Static
3182546,0.2,0.0,-9.57,Person_1,Static,Static
3182558,0.16,0.0,-9.53,Person_1,Static,Static
3182570,0.2,0.0,-9.57,Person_1,Static,Static
3182582,0.2,0.0,-9.53,Person_1,Static,Static
3182594,0.2,0.0,-9.61,Person_1,Static,Static
3182606,0.16,0.0,-9.57,Person_1,Static,Static
3182618,0.24,-0.04,-9.53,Person_1,Static,Static
3182630,0.16,0.0,-9.61,Person_1,Static,Static
3182642,0.2,0.0,-9.53,Person_1,Static,Static
3182654,0.16,0.0,-9.53,Person_1,Static,Static
3182666,0.16,0.0,-9.49,Person_1,Static,Static
3182678,0.16,0.0,-9.53,Person_1,Static,Static
3182690,0.16,0.04,-9.53,Person_1,Static,Static
3182702,0.2,0.04,-9.49,Person_1,Static,Static
3182714,0.16,0.0,-9.49,Person_1,Static,Static
3182726,0.2,0.0,-9.53,Person_1,Static,Static
3182738,0.24,0.0,-9.53,Person_1,Static,Static
3182750,0.2,0.0,-9.57,Person_1,Static,Static
3182762,0.2,0.04,-9.57,Person_1,Static,Static
3182774,0.2,0.0,-9.57,Person_1,Static,Static
3182786,0.16,0.0,-9.53,Person_1,Static,Static
3182798,0.2,0.0,-9.53,Person_1,Static,Static
3182810,0.2,0.0,-9.53,Person_1,Static,Static
3182822,0.2,0.0,-9.57,Person_1,Static,Static
3182834,0.16,0.0,-9.57,Person_1,Static,Static
3182846,0.2,0.0,-9.61,Person_1,Static,Static
3182858,0.16,0.04,-9.57,Person_1,Static,Static
3182870,0.2,0.0,-9.53,Person_1,Static,Static
3182882,0.2,0.04,-9.53,Person_1,Static,Static
3182894,0.12,0.0,-9.57,Person_1,Static,Static
3182906,0.2,0.04,-9.53,Person_1,Static,Static
3182918,0.16,0.0,-9.53,Person_1,Static,Static
3182930,0.2,0.0,-9.49,Person_1,Static,Static
3182942,0.2,0.0,-9.53,Person_1,Static,Static
3182954,0.2,-0.04,-9.53,Person_1,Static,Static
3182966,0.16,0.0,-9.53,Person_1,Static,Static
3182978,0.24,0.0,-9.57,Person_1,Static,Static
3182990,0.16,0.0,-9.57,Person_1,Static,Static
3183002,0.2,0.04,-9.49,Person_1,Static,Static
3183014,0.2,0.0,-9.61,Person_1,Static,Static
3183026,0.2,0.0,-9.53,Person_1,Static,Static
3183038,0.16,0.04,-9.57,Person_1,Static,Static
3183050,0.16,0.0,-9.57,Person_1,Static,Static
3183062,0.24,0.0,-9.53,Person_1,Static,Static
3183074,0.2,0.0,-9.53,Person_1,Static,Static
3183086,0.12,0.0,-9.57,Person_1,Static,Static
3183098,0.2,0.04,-9.53,Person_1,Static,Static
3183110,0.2,0.0,-9.53,Person_1,Static,Static
3183122,0.16,0.04,-9.49,Person_1,Static,Static
3183134,0.16,0.0,-9.57,Person_1,Static,Static
3183146,0.2,0.0,-9.57,Person_1,Static,Static
3183158,0.16,0.04,-9.49,Person_1,Static,Static
3183170,0.16,0.04,-9.57,Person_1,Static,Static
3183182,0.2,0.0,-9.53,Person_1,Static,Static
3183194,0.2,0.04,-9.53,Person_1,Static,Static
3183206,0.16,0.04,-9.61,Person_1,Static,Static
3183218,0.16,0.04,-9.57,Person_2,Static,Static
3183230,0.2,0.0,-9.57,Person_2,Static,Static
3183242,0.24,0.04,-9.53,Person_2,Static,Static
3183254,0.16,0.0,-9.53,Person_2,Static,Static
3183266,0.24,0.0,-9.53,Person_2,Static,Static
3183278,0.16,0.0,-9.53,Person_2,Static,Static
3183290,0.2,-0.04,-9.49,Person_2,Static,Static
3183302,0.2,0.0,-9.57,Person_2,Static,Static
3183314,0.2,0.0,-9.57,Person_2,Static,Static
3183326,0.2,0.0,-9.53,Person_2,Static,Static
3183338,0.16,0.0,-9.53,Person_2,Static,Static
3183350,0.2,0.0,-9.53,Person_2,Static,Static
3183362,0.2,0.0,-9.49,Person_2,Static,Static
3183374,0.2,0.0,-9.57,Person_2,Static,Static
3183386,0.2,0.0,-9.49,Person_2,Static,Static
3183398,0.16,0.0,-9.57,Person_2,Static,Static
3183410,0.2,0.0,-9.53,Person_2,Static,Static
3183422,0.2,0.0,-9.53,Person_2,Static,Static
3183434,0.24,0.0,-9.53,Person_2,Static,Static
3183446,0.16,0.0,-9.57,Person_2,Static,Static
3183458,0.16,0.0,-9.53,Person_2,Static,Static
3183470,0.16,0.04,-9.53,Person_2,Static,Static
3183482,0.24,0.0,-9.49,Person_2,Static,Static
3183494,0.24,0.0,-9.53,Person_2,Static,Static
3183506,0.16,0.04,-9.49,Person_2,Static,Static
3183518,0.16,0.0,-9.49,Person_2,Static,Static
3183530,0.16,0.04,-9.53,Person_2,Static,Static
3183542,0.16,0.0,-9.49,Person_2,Static,Static
3183554,0.2,0.0,-9.53,Person_2,Static,Static
3183566,0.16,0.0,-9.57,Person_2,Static,Static
3183578,0.16,0.0,-9.53,Person_2,Static,Static
3183590,0.2,0.0,-9.57,Person_2,Static,Static
3183602,0.12,0.0,-9.49,Person_2,Static,Static
3183614,0.2,0.0,-9.49,Person_2,Static,Static
3183626,0.16,0.0,-9.53,Person_2,Static,Static
3183638,0.2,0.0,-9.57,Person_2,Static,Static
3183650,0.2,0.04,-9.53,Person_2,Static,Static
3183662,0.24,0.0,-9.57,Person_2,Static,Static
3183674,0.2,0.04,-9.49,Person_2,Static,Static
3183686,0.16,0.0,-9.53,Person_2,Static,Static
3183698,0.16,0.0,-9.57,Person_2,Static,Static
3183710,0.16,0.04,-9.53,Person_2,Static,Static
3183722,0.2,0.0,-9.53,Person_2,Static,Static
3183734,0.2,0.0,-9.57,Person_2,Static,Static
3183746,0.2,0.0,-9.53,Person_2,Static,Static
3183758,0.2,0.0,-9.57,Person_2,Static,Static
3183770,0.2,0.0,-9.57,Person_2,Static,Static
3183782,0.16,0.0,-9.53,Person_2,Static,Static
3183794,0.16,0.0,-9.45,Person_2,Static,Static
3183806,0.2,0.0,-9.49,Person_2,Static,Static
3183818,0.2,0.0,-9.49,Person_2,Static,Static
3183830,0.2,0.0,-9.53,Person_2,Static,Static
3183842,0.16,0.0,-9.53,Person_2,Static,Static
