Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
2752634,0.16,0.00,-9.57
2752646,0.16,0.04,-9.53
2752658,0.16,0.04,-9.53
2752670,0.16,0.04,-9.53
2752682,0.16,0.00,-9.53
2752694,0.16,0.04,-9.57
2752706,0.20,0.00,-9.53
2752718,0.16,0.04,-9.57
2752730,0.16,0.04,-9.61
2752742,0.20,0.00,-9.53
2752754,0.20,0.04,-9.49
2752766,0.20,0.00,-9.57
2752778,0.20,0.00,-9.57
2752790,0.20,0.00,-9.57
2752802,0.20,0.00,-9.53
2752814,0.20,0.00,-9.57
2752826,0.20,0.00,-9.53
2752838,0.20,0.00,-9.53
2752850,0.20,0.00,-9.57
2752862,0.16,0.00,-9.57
2752874,0.16,0.00,-9.57
2752886,0.24,0.00,-9.57
2752898,0.20,0.00,-9.53
2752910,0.20,0.04,-9.57
2752922,0.24,0.00,-9.57
2752934,0.16,0.00,-9.57
2752946,0.20,0.00,-9.53
2752958,0.20,0.00,-9.57
2752970,0.20,0.04,-9.49
2752982,0.20,0.00,-9.61
2752994,0.20,0.00,-9.49
2753006,0.20,0.00,-9.53
2753018,0.20,0.00,-9.53
2753030,0.27,0.00,-9.49
2753042,0.16,0.00,-9.53
2753054,0.20,0.00,-9.53
2753066,0.20,0.04,-9.53
2753078,0.24,0.00,-9.57
2753090,0.20,0.00,-9.53
2753102,0.20,0.00,-9.53
2753114,0.20,0.00,-9.53
2753126,0.16,0.00,-9.53
2753138,0.20,0.04,-9.53
2753150,0.16,0.04,-9.49
2753162,0.20,0.00,-9.57
2753174,0.16,0.00,-9.53
2753186,0.20,0.00,-9.49
2753198,0.16,0.04,-9.57
2753210,0.20,0.00,-9.53
2753222,0.20,0.00,-9.57
2753234,0.20,0.00,-9.53
2753246,0.16,0.04,-9.57
2753258,0.16,0.04,-9.49
2753270,0.20,0.04,-9.57
2753282,0.16,0.00,-9.53
2753294,0.16,-0.04,-9.57
2753306,0.20,0.00,-9.57
2753318,0.20,0.00,-9.49
2753330,0.20,0.00,-9.57
2753342,0.16,0.04,-9.53
2753354,0.20,0.00,-9.49
2753366,0.20,0.00,-9.57
2753378,0.20,0.00,-9.53
2753390,0.16,0.04,-9.61
2753402,0.24,0.00,-9.57
2753414,0.16,0.00,-9.53
2753426,0.16,0.00,-9.57
2753438,0.16,0.04,-9.53
2753450,0.20,0.04,-9.49
2753462,0.20,0.04,-9.61
2753474,0.16,0.00,-9.53
2753486,0.20,0.00,-9.61
2753498,0.20,0.00,-9.61
2753510,0.20,0.00,-9.49
2753522,0.20,0.00,-9.53
2753534,0.16,0.00,-9.49
2753546,0.16,0.00,-9.53
2753558,0.20,0.00,-9.57
2753570,0.24,0.00,-9.53
2753582,0.16,0.00,-9.53
2753594,0.20,0.00,-9.49
2753606,0.20,0.00,-9.53
2753618,0.20,0.04,-9.61
2753630,0.20,0.00,-9.57
2753642,0.20,0.04,-9.49
2753654,0.20,0.00,-9.57
2753666,0.20,0.00,-9.53
2753678,0.20,0.00,-9.61
2753690,0.16,0.00,-9.53
2753702,0.20,0.04,-9.53
2753714,0.16,0.04,-9.53
2753726,0.20,0.00,-9.49
2753738,0.20,0.00,-9.57
2753750,0.24,0.00,-9.53
2753762,0.20,0.04,-9.53
2753774,0.20,0.00,-9.57
2753786,0.20,0.00,-9.57
2753798,0.20,0.00,-9.61
2753810,0.16,0.00,-9.53
2753822,0.16,0.04,-9.53
2753834,0.20,0.00,-9.57
2753846,0.20,0.00,-9.61
2753858,0.20,0.00,-9.57
2753870,0.20,0.04,-9.53
2753882,0.20,0.00,-9.53
2753894,0.20,0.04,-9.53
2753906,0.20,0.00,-9.53
2753918,0.20,0.00,-9.53
2753930,0.20,0.00,-9.53
2753942,0.20,0.04,-9.57
2753954,0.20,0.04,-9.57
2753966,0.20,0.00,-9.57
2753978,0.20,0.00,-9.57
2753990,0.20,0.00,-9.57
2754002,0.20,0.00,-9.61
2754014,0.16,0.04,-9.49
2754026,0.24,0.00,-9.57
2754038,0.24,0.00,-9.49
2754050,0.20,0.04,-9.57
2754062,0.20,0.04,-9.53
2754074,0.24,0.04,-9.53
2754086,0.20,0.00,-9.53
2754098,0.20,0.00,-9.53
2754110,0.20,0.00,-9.57
2754122,0.16,0.04,-9.57
2754134,0.20,0.04,-9.53
2754146,0.24,0.00,-9.49
2754158,0.20,0.00,-9.53
2754170,0.24,0.00,-9.57
2754182,0.16,0.04,-9.57
2754194,0.20,0.00,-9.53
2754206,0.20,-0.04,-9.53
2754218,0.20,0.00,-9.49
2754230,0.16,0.00,-9.53
2754242,0.24,0.00,-9.53
2754254,0.16,0.04,-9.53
2754266,0.16,0.00,-9.57
2754278,0.16,0.04,-9.53
2754290,0.16,0.00,-9.57
2754302,0.24,-0.04,-9.57
2754314,0.20,0.00,-9.53
2754326,0.24,-0.04,-9.53
2754338,0.24,-0.04,-9.57
2754350,0.20,0.00,-9.57
2754362,0.20,0.00,-9.53
2754374,0.16,0.04,-9.49
2754386,0.16,0.00,-9.57
2754398,0.20,0.00,-9.57
2754410,0.24,-0.04,-9.53
2754422,0.20,0.00,-9.61
2754434,0.24,0.00,-9.53
2754446,0.20,0.04,-9.61
2754458,0.20,-0.04,-9.57
2754470,0.20,0.00,-9.57
2754482,0.20,0.00,-9.53
2754494,0.20,0.04,-9.53
2754506,0.20,0.00,-9.53
2754518,0.20,0.00,-9.53
2754530,0.16,0.04,-9.53
2754542,0.16,0.00,-9.53
2754554,0.24,0.00,-9.53
2754566,0.24,0.04,-9.53
2754578,0.20,0.04,-9.57
2754590,0.20,0.00,-9.49
2754602,0.16,0.00,-9.57
2754614,0.20,0.00,-9.49
2754626,0.20,0.04,-9.57
2754638,0.24,0.00,-9.57
2754650,0.20,0.00,-9.53
2754662,0.20,0.00,-9.57
2754674,0.16,0.04,-9.53
2754686,0.20,0.00,-9.53
2754698,0.20,0.00,-9.57
2754710,0.20,0.00,-9.61
2754722,0.20,0.00,-9.57
2754734,0.20,0.00,-9.49
2754746,0.16,0.00,-9.53
2754758,0.20,0.00,-9.53
2754770,0.20,0.00,-9.57
2754782,0.16,0.04,-9.57
2754794,0.20,0.00,-9.57
2754806,0.24,0.00,-9.57
2754818,0.20,0.00,-9.53
2754830,0.20,0.00,-9.53
2754842,0.20,0.00,-9.57
2754854,0.20,0.00,-9.57
2754866,0.24,0.04,-9.53
2754878,0.16,0.00,-9.53
2754890,0.20,0.00,-9.57
2754902,0.20,0.04,-9.53
2754914,0.20,0.04,-9.53
2754926,0.20,0.00,-9.49
2754938,0.24,0.04,-9.53
2754950,0.20,0.00,-9.57
2754962,0.20,0.00,-9.49
2754974,0.20,0.00,-9.53
2754986,0.16,0.00,-9.57
2754998,0.20,0.00,-9.49
2755010,0.20,0.00,-9.49
2755022,0.20,0.00,-9.53
2755034,0.20,0.00,-9.49
2755046,0.16,0.00,-9.57
2755058,0.16,0.04,-9.49
2755070,0.20,0.00,-9.49
2755082,0.20,0.04,-9.53
2755094,0.20,0.04,-9.53
2755106,0.16,0.04,-9.53
2755118,0.20,0.04,-9.53
2755130,0.16,0.04,-9.53
2755142,0.20,0.00,-9.57
2755154,0.16,0.04,-9.49
2755166,0.20,0.00,-9.53
2755178,0.16,0.00,-9.57
2755190,0.16,0.00,-9.57
2755202,0.16,0.00,-9.57
2755214,0.20,0.00,-9.57
2755226,0.24,0.00,-9.49
2755238,0.16,0.00,-9.57
2755250,0.20,0.04,-9.53
2755262,0.16,0.04,-9.57
2755274,0.16,0.04,-9.57
2755286,0.20,0.00,-9.53
2755298,0.20,0.04,-9.53
2755310,0.20,0.00,-9.53
2755322,0.16,0.04,-9.57
2755334,0.20,0.00,-9.49
2755346,0.20,0.00,-9.53
2755358,0.20,0.00,-9.53
2755370,0.20,0.00,-9.57
2755382,0.20,0.04,-9.53
2755394,0.16,0.00,-9.53
2755406,0.20,0.00,-9.53
2755418,0.20,0.00,-9.57
2755430,0.20,0.04,-9.53
2755442,0.20,0.00,-9.57
2755454,0.24,0.00,-9.57
2755466,0.16,0.00,-9.53
2755478,0.20,0.00,-9.53
2755490,0.24,0.04,-9.53
2755502,0.20,0.00,-9.49
2755514,0.24,0.00,-9.53
2755526,0.20,0.00,-9.53
2755538,0.20,0.00,-9.53
2755550,0.16,0.00,-9.53
2755562,0.20,0.00,-9.57
2755574,0.20,0.04,-9.53
2755586,0.24,0.00,-9.57
2755598,0.16,0.04,-9.53
2755610,0.20,0.04,-9.53
2755622,0.20,0.00,-9.57
2755634,0.20,0.00,-9.53
2755646,0.20,0.00,-9.57
2755658,0.20,0.00,-9.57
2755670,0.20,0.00,-9.53
2755682,0.24,0.00,-9.53
2755694,0.20,0.00,-9.53
2755706,0.20,0.00,-9.49
2755718,0.16,0.00,-9.57
2755730,0.20,0.00,-9.49
2755742,0.16,0.00,-9.53
2755754,0.20,-0.04,-9.57
2755766,0.20,0.00,-9.57
2755778,0.20,0.00,-9.53
2755790,0.20,0.00,-9.53
2755802,0.20,0.04,-9.53
2755814,0.16,0.00,-9.57
2755826,0.16,0.04,-9.57
2755838,0.20,0.04,-9.57
2755850,0.20,0.04,-9.57
2755862,0.20,0.00,-9.49
2755874,0.20,0.00,-9.53
2755886,0.20,0.04,-9.49
2755898,0.20,0.00,-9.53
2755910,0.16,0.00,-9.49
2755922,0.24,0.04,-9.53
2755934,0.20,0.00,-9.61
2755946,0.16,0.04,-9.49
2755958,0.20,0.00,-9.49
2755970,0.24,0.00,-9.53
2755982,0.20,0.04,-9.57
2755994,0.20,0.00,-9.53
2756006,0.16,0.00,-9.53
2756018,0.16,0.00,-9.57
2756030,0.20,0.00,-9.49
2756042,0.16,0.00,-9.57
2756054,0.20,0.04,-9.53
2756066,0.16,0.00,-9.53
2756078,0.16,0.04,-9.57
2756090,0.20,0.04,-9.49
2756102,0.16,0.04,-9.45
2756114,0.20,0.00,-9.53
2756126,0.16,0.00,-9.57
2756138,0.20,0.00,-9.49
2756150,0.24,0.04,-9.53
2756162,0.16,0.04,-9.53
2756174,0.20,0.00,-9.57
2756186,0.20,0.00,-9.57
2756198,0.20,0.00,-9.57
2756210,0.20,0.00,-9.57
2756222,0.20,0.00,-9.53
2756234,0.16,0.00,-9.61
2756246,0.24,0.00,-9.57
2756258,0.16,0.00,-9.53
2756270,0.16,0.00,-9.57
2756282,0.20,0.00,-9.53
2756294,0.16,0.00,-9.57
2756306,0.20,0.00,-9.57
2756318,0.20,0.00,-9.53
2756330,0.16,0.00,-9.53
2756342,0.20,0.00,-9.53
2756354,0.20,0.00,-9.53
2756366,0.16,0.00,-9.57
2756378,0.16,0.00,-9.57
2756390,0.24,0.04,-9.49
2756402,0.20,0.00,-9.53
2756414,0.20,0.00,-9.53
2756426,0.24,0.00,-9.45
2756438,0.20,0.00,-9.57
2756450,0.20,0.00,-9.57
2756462,0.16,0.00,-9.53
2756474,0.16,0.04,-9.53
2756486,0.20,-0.04,-9.53
2756498,0.20,0.00,-9.57
2756510,0.16,0.00,-9.61
2756522,0.20,0.04,-9.53
2756534,0.24,0.04,-9.49
2756546,0.20,0.04,-9.57
2756558,0.24,0.00,-9.57
2756570,0.24,0.00,-9.53
2756582,0.20,0.04,-9.53
2756594,0.16,0.04,-9.49
2756606,0.16,0.00,-9.53
2756618,0.16,0.04,-9.57
2756630,0.16,0.00,-9.49
2756642,0.16,0.04,-9.53
2756654,0.16,0.00,-9.45
2756666,0.16,0.00,-9.49
2756678,0.16,0.04,-9.53
2756690,0.16,0.04,-9.53
2756702,0.20,0.00,-9.53
2756714,0.16,0.00,-9.57
2756726,0.20,0.00,-9.49
2756738,0.16,0.00,-9.57
2756750,0.24,0.00,-9.57
2756762,0.20,0.00,-9.57
2756774,0.20,0.00,-9.53
2756786,0.20,0.00,-9.57
2756798,0.20,0.00,-9.57
2756810,0.20,0.00,-9.57
2756822,0.16,0.00,-9.53
2756834,0.20,0.04,-9.53
2756846,0.20,0.00,-9.57
2756858,0.20,0.04,-9.53
2756870,0.16,0.00,-9.53
