Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
1979762,0.20,0.00,-9.57
1979774,0.20,-0.04,-9.61
1979786,0.16,0.04,-9.53
1979798,0.20,0.04,-9.57
1979810,0.16,0.00,-9.53
1979822,0.16,0.00,-9.57
1979834,0.20,0.00,-9.49
1979846,0.20,0.00,-9.49
1979858,0.20,0.00,-9.45
1979870,0.20,0.00,-9.61
1979882,0.16,0.00,-9.53
1979894,0.16,0.00,-9.49
1979906,0.20,0.00,-9.61
1979918,0.24,0.00,-9.53
1979930,0.16,0.00,-9.53
1979942,0.16,0.00,-9.57
1979954,0.16,0.04,-9.57
1979966,0.16,0.00,-9.57
1979978,0.20,0.04,-9.57
1979990,0.24,0.04,-9.57
1980002,0.20,0.00,-9.57
1980014,0.16,0.04,-9.53
1980026,0.20,0.04,-9.57
1980038,0.24,0.00,-9.53
1980050,0.20,0.00,-9.53
1980062,0.20,0.04,-9.53
1980074,0.16,0.00,-9.49
1980086,0.16,0.00,-9.53
1980098,0.20,0.04,-9.57
1980110,0.16,0.04,-9.53
1980122,0.20,0.00,-9.57
1980134,0.20,0.00,-9.57
1980146,0.16,0.00,-9.61
1980158,0.20,0.00,-9.53
1980170,0.20,0.04,-9.49
1980182,0.20,0.00,-9.53
1980194,0.16,0.04,-9.53
1980206,0.20,0.00,-9.53
1980218,0.20,0.04,-9.53
1980230,0.24,0.00,-9.61
1980242,0.24,-0.08,-10.40
1980254,0.24,0.04,-9.22
1980266,0.20,-0.08,-9.92
1980278,0.24,0.20,-9.41
1980290,0.24,-0.12,-9.57
1980302,0.24,-0.08,-9.53
1980314,0.16,0.08,-9.61
1980326,0.27,-0.04,-9.57
1980338,0.12,0.04,-9.61
1980350,0.16,0.00,-9.41
1980362,0.20,0.00,-9.49
1980374,0.20,0.00,-9.65
1980386,0.20,0.04,-9.49
1980398,0.24,0.00,-9.53
1980410,0.20,0.08,-9.53
1980422,0.20,0.04,-9.53
1980434,0.20,0.00,-9.53
1980446,0.20,0.00,-9.49
1980458,0.24,0.00,-9.53
1980470,0.24,0.00,-9.49
1980482,0.20,0.00,-9.53
1980494,0.20,0.00,-9.53
1980506,0.24,0.00,-9.49
1980518,0.20,0.04,-9.57
1980530,0.20,0.04,-9.53
1980542,0.20,0.00,-9.57
1980554,0.20,0.00,-9.53
1980566,0.16,0.00,-9.53
1980578,0.20,0.00,-9.53
1980590,0.16,0.04,-9.49
1980602,0.20,0.04,-9.53
1980614,0.20,0.00,-9.57
