Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
919562,0.20,0.00,-9.53
919574,0.20,0.00,-9.53
919586,0.16,0.00,-9.53
919598,0.20,0.04,-9.53
919610,0.24,-0.04,-9.57
919622,0.20,0.00,-9.53
919634,0.20,0.00,-9.53
919646,0.16,0.00,-9.49
919658,0.20,0.00,-9.49
919670,0.20,0.00,-9.53
919682,0.24,0.00,-9.57
919694,0.16,0.00,-9.49
919706,0.16,0.00,-9.53
919718,0.20,0.00,-9.57
919730,0.16,0.00,-9.57
919742,0.20,-0.04,-9.53
919754,0.20,0.00,-9.53
919766,0.16,-0.04,-9.57
919778,0.16,0.00,-9.53
919790,0.20,0.00,-9.57
919802,0.20,0.00,-9.53
919814,0.20,0.04,-9.61
919826,0.24,0.00,-9.57
919838,0.16,0.04,-9.57
919850,0.20,0.00,-9.61
919862,0.20,-0.04,-9.53
919874,0.20,0.00,-9.61
919886,0.16,0.00,-9.53
919898,0.20,0.00,-9.45
919910,0.20,0.04,-9.53
919922,0.20,-0.04,-9.57
919934,0.16,0.00,-9.53
919946,0.20,0.00,-9.49
919958,0.20,0.00,-9.57
919970,0.24,0.00,-9.53
919982,0.16,0.00,-9.53
919994,0.24,0.00,-9.53
920006,0.20,0.00,-9.57
920018,0.20,0.00,-9.57
920030,0.20,0.00,-9.53
920042,0.20,0.00,-9.53
920054,0.20,0.00,-9.49
920066,0.27,-0.04,-9.57
920078,0.16,0.04,-9.45
920090,0.16,-0.04,-9.45
920102,0.20,-0.04,-9.34
920114,0.20,0.04,-9.65
920126,0.24,0.00,-9.45
920138,0.16,0.04,-9.65
920150,0.20,0.00,-9.45
920162,0.20,0.00,-9.45
920174,0.20,-0.04,-9.61
920186,0.16,0.00,-9.49
920198,0.16,-0.04,-9.53
920210,0.20,0.04,-9.53
920222,0.16,0.00,-9.53
920234,0.16,-0.04,-9.53
920246,0.20,0.00,-9.61
920258,0.20,0.00,-9.53
920270,0.16,0.00,-9.53
920282,0.20,-0.04,-9.57
920294,0.16,0.00,-9.61
920306,0.16,0.00,-9.53
920318,0.20,-0.04,-9.53
920330,0.24,0.00,-9.53
920342,0.20,0.04,-9.57
920354,0.24,0.00,-9.53
920366,0.16,0.00,-9.53
920378,0.16,0.00,-9.57
920390,0.20,0.00,-9.57
920402,0.16,0.00,-9.49
920414,0.20,0.00,-9.53
920426,0.20,0.00,-9.53
920438,0.16,0.00,-9.49
920450,0.24,0.00,-9.49
920462,0.24,0.04,-9.45
920474,0.20,0.00,-9.53
920486,0.20,0.00,-9.53
920498,0.20,0.00,-9.57
920510,0.24,0.00,-9.61
920522,0.20,0.04,-9.53
920534,0.16,0.00,-9.53
920546,0.12,0.00,-9.49
920558,0.20,0.00,-9.53
920570,0.20,-0.04,-9.61
920582,0.16,0.00,-9.45
920594,0.20,0.00,-9.53
920606,0.20,0.00,-9.53
920618,0.16,0.00,-9.53
920630,0.20,-0.04,-9.53
920642,0.20,0.00,-9.53
920654,0.16,0.00,-9.49
920666,0.20,0.00,-9.57
920678,0.16,0.00,-9.53
920690,0.24,0.00,-9.49
920702,0.16,0.00,-9.53
920714,0.16,0.00,-9.53
920726,0.16,0.00,-9.53
920738,0.16,0.04,-9.57
920750,0.20,0.00,-9.49
920762,0.20,0.00,-9.53
920774,0.20,0.00,-9.57
920786,0.16,-0.04,-9.53
920798,0.20,0.00,-9.49
920810,0.20,0.00,-9.57
920822,0.20,0.00,-9.49
920834,0.16,0.00,-9.45
920846,0.20,0.00,-9.53
920858,0.20,0.00,-9.57
920870,0.20,0.00,-9.53
920882,0.24,-0.04,-9.53
920894,0.20,0.00,-9.57
920906,0.20,-0.04,-9.57
920918,0.20,0.00,-9.53
920930,0.20,-0.04,-9.53
920942,0.20,-0.04,-9.53
920954,0.24,-0.04,-9.49
920966,0.16,0.00,-9.53
920978,0.16,0.04,-9.30
920990,0.16,-0.04,-9.49
921002,0.16,0.08,-9.18
921014,0.20,-0.04,-9.38
921026,0.16,-0.08,-9.49
921038,0.20,0.00,-9.53
921050,0.20,-0.04,-9.53
921062,0.16,0.00,-9.57
921074,0.20,0.00,-9.49
921086,0.16,0.00,-9.49
921098,0.16,0.00,-9.61
921110,0.24,0.00,-9.53
921122,0.24,0.00,-9.57
921134,0.20,0.00,-9.53
921146,0.16,0.04,-9.53
921158,0.20,-0.04,-9.49
921170,0.16,0.00,-9.57
921182,0.16,0.00,-9.53
921194,0.20,0.00,-9.45
