Timestamp(ms),X(m/s^2),Y(m/s^2),Z(m/s^2),state
[2024-08-15 10:17:39.613] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:39.615] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.615] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:39.658] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:39.658] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:39.674] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:39.689] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.689] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:39.694] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.702] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:39.732] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:39.759] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:39.759] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.759] 0.67, 0.08, -9.41, Stationary
[2024-08-15 10:17:39.765] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:39.776] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:39.786] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.816] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:39.816] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:39.816] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.847] 0.67, 0.08, -9.49, Stationary
[2024-08-15 10:17:39.847] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:39.847] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:39.886] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:39.897] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:39.897] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:39.897] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:39.925] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:39.941] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:39.941] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:39.941] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:39.986] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:39.989] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:39.996] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.020] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.020] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.031] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.051] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.061] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.067] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.084] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.115] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.115] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.132] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.132] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.145] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.160] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.160] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.180] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.186] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.191] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.210] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.226] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.226] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.257] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.262] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:40.268] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.291] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.301] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.306] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.325] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.336] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.340] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.368] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.371] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:40.377] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.381] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.414] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.417] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.419] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:40.450] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.479] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.479] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.494] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.500] 0.67, 0.20, -9.53, Stationary
[2024-08-15 10:17:40.544] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.566] 0.71, 0.08, -9.41, Stationary
[2024-08-15 10:17:40.569] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.574] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.574] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.577] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.581] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.581] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.605] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.615] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.617] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.623] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.654] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.655] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:40.659] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.685] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.696] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.696] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.718] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.732] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.732] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.767] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.770] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.772] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.796] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.796] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:40.796] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.829] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.858] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.858] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.862] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.862] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:40.890] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.898] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:40.898] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:40.907] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:40.924] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.954] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:40.954] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:40.954] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.002] 0.71, 0.20, -9.49, Stationary
[2024-08-15 10:17:41.017] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.017] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.031] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.033] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.033] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.065] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.065] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.075] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.080] 0.71, 0.24, -9.41, Stationary
[2024-08-15 10:17:41.097] 0.67, 0.24, -9.41, Stationary
[2024-08-15 10:17:41.114] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.114] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.144] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.144] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:41.155] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.178] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.228] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.237] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.240] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:41.242] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.249] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.249] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.252] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.259] 0.67, 0.08, -9.49, Stationary
[2024-08-15 10:17:41.291] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.317] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.320] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.320] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.323] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.355] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.357] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.357] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.383] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.383] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.399] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.403] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.431] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.431] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.449] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.474] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.483] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.487] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.494] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.512] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.512] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:41.525] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.556] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:41.586] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:41.586] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.588] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.588] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.588] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.620] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.632] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.636] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.641] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.652] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.687] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.687] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.687] 0.67, 0.16, -9.53, Stationary
[2024-08-15 10:17:41.717] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.717] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.732] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:41.748] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.764] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:41.764] 0.63, 0.16, -9.38, Stationary
[2024-08-15 10:17:41.796] 0.75, 0.08, -9.45, Stationary
[2024-08-15 10:17:41.796] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:41.796] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.827] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:41.859] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.859] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.864] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.866] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.870] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:41.897] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.897] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:41.909] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.969] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:41.971] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:41.976] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.978] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:41.981] 0.71, 0.16, -9.53, Stationary
[2024-08-15 10:17:41.981] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.013] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:42.018] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.020] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.020] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.056] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.061] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.070] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.099] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.101] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:42.103] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.134] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:42.134] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.139] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.172] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.177] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.179] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.187] 0.67, 0.12, -9.53, Stationary
[2024-08-15 10:17:42.213] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.217] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.224] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.252] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.256] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.256] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.319] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.322] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.322] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.322] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.322] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.335] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.341] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.369] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.382] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.382] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:42.387] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.419] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.421] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.421] 0.67, 0.16, -9.34, Stationary
[2024-08-15 10:17:42.452] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.468] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.470] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.470] 0.71, 0.12, -9.53, Stationary
[2024-08-15 10:17:42.494] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.498] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.528] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:42.532] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.536] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:42.558] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.570] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:42.573] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.600] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:42.606] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.606] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:42.639] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.644] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:42.647] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:42.668] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.688] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:42.688] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.695] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.698] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.716] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.732] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.749] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.751] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.785] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.791] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.797] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.811] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.811] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.843] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:42.846] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.846] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.846] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:42.880] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:42.891] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:42.894] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.923] 0.67, 0.20, -9.38, Stationary
[2024-08-15 10:17:42.927] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.932] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.958] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.963] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:42.970] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:42.970] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.002] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.002] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.014] 0.75, 0.08, -9.45, Stationary
[2024-08-15 10:17:43.043] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.062] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.062] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.064] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.096] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.096] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:43.096] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.127] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:43.180] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.181] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.181] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.181] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.181] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.190] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.190] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.221] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.221] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.237] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.237] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.268] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.268] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.268] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.300] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.300] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:43.316] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.331] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.347] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.347] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.383] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:43.387] 0.67, 0.24, -9.45, Stationary
[2024-08-15 10:17:43.387] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.410] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.425] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.425] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.425] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.456] 0.75, 0.16, -9.49, Stationary
[2024-08-15 10:17:43.456] 0.67, 0.08, -9.41, Stationary
[2024-08-15 10:17:43.456] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.488] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.488] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.519] 0.63, 0.16, -9.38, Stationary
[2024-08-15 10:17:43.519] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.519] 0.71, 0.16, -9.53, Stationary
[2024-08-15 10:17:43.551] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.566] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.566] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.566] 0.63, 0.16, -9.38, Stationary
[2024-08-15 10:17:43.613] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.613] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.613] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.613] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:43.644] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.660] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.660] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.692] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.692] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:43.692] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:43.723] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.739] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.739] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.739] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.770] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.786] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.786] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.802] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:43.802] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.833] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.833] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.833] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.864] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.880] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.883] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.883] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.913] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:43.913] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:43.913] 0.67, 0.24, -9.49, Stationary
[2024-08-15 10:17:43.944] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:43.960] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:43.960] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:43.991] 0.63, 0.12, -9.34, Stationary
[2024-08-15 10:17:43.991] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:43.991] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:44.023] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:44.023] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:44.023] 0.75, 0.12, -9.53, Stationary
[2024-08-15 10:17:44.054] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:44.070] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:44.086] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:44.101] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:44.101] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:44.101] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:44.133] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:44.164] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:44.164] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:44.180] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:44.183] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:44.196] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:44.196] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:44.196] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:44.227] 0.71, 0.20, -9.49, Stationary
[2024-08-15 10:17:44.227] 0.71, 0.12, -9.45, Stationary
