Timestamp (ms), X (m/s^2), Y (m/s^2), Z (m/s^2)
181066, 0.94, -0.35, -9.41
181078, 0.86, -0.39, -9.45
181090, 0.90, -0.35, -9.45
181102, 0.90, -0.35, -9.45
181114, 0.90, -0.31, -9.49
181126, 0.90, -0.39, -9.45
181138, 0.90, -0.39, -9.49
181150, 0.86, -0.39, -9.41
181162, 0.90, -0.43, -9.49
181174, 0.90, -0.39, -9.49
181186, 0.90, -0.35, -9.53
181198, 0.94, -0.31, -9.49
181210, 0.94, -0.39, -9.49
181222, 0.94, -0.43, -9.45
181234, 0.90, -0.39, -9.45
181246, 0.86, -0.39, -9.53
181258, 0.90, -0.35, -9.45
181270, 0.90, -0.35, -9.49
181282, 0.86, -0.35, -9.45
181294, 0.90, -0.35, -9.45
181306, 0.90, -0.39, -9.45
181318, 0.86, -0.35, -9.41
181330, 0.90, -0.35, -9.38
181342, 0.90, -0.31, -9.49
181354, 0.94, -0.35, -9.38
181366, 0.98, -0.35, -9.45
181378, 0.94, -0.39, -9.45
181390, 0.90, -0.39, -9.49
181402, 0.90, -0.39, -9.41
181414, 0.90, -0.39, -9.45
181426, 0.90, -0.31, -9.45
181438, 0.90, -0.39, -9.45
181450, 0.90, -0.31, -9.45
181462, 0.90, -0.35, -9.45
181474, 0.90, -0.35, -9.49
181486, 0.98, -0.35, -9.45
181498, 0.90, -0.35, -9.45
181510, 0.94, -0.39, -9.45
181522, 0.86, -0.31, -9.38
181534, 0.90, -0.35, -9.45
181546, 0.94, -0.39, -9.45
181558, 0.90, -0.43, -9.41
181570, 0.82, -0.35, -9.41
181582, 0.86, -0.39, -9.45
181594, 0.86, -0.39, -9.45
181606, 0.86, -0.35, -9.49
181618, 0.86, -0.35, -9.45
181630, 0.90, -0.39, -9.45
181642, 0.90, -0.35, -9.45
181654, 0.90, -0.31, -9.34
181666, 0.94, -0.31, -9.45
181678, 0.90, -0.27, -9.49
181690, 0.94, -0.39, -9.49
181702, 0.98, -0.35, -9.45
181714, 0.94, -0.35, -9.41
181726, 0.94, -0.43, -9.45
181738, 0.94, -0.43, -9.45
181750, 0.90, -0.35, -9.49
181762, 0.90, -0.39, -9.45
181774, 0.86, -0.35, -9.45
181786, 0.94, -0.31, -9.45
181798, 0.94, -0.39, -9.49
181810, 0.90, -0.43, -9.45
181822, 0.90, -0.31, -9.41
181834, 0.90, -0.31, -9.45
181846, 0.94, -0.43, -9.49
181858, 0.90, -0.39, -9.45
181870, 0.86, -0.43, -9.45
181882, 0.86, -0.39, -9.49
181894, 0.90, -0.43, -9.49
181906, 0.90, -0.35, -9.45
181918, 0.86, -0.39, -9.45
181930, 0.90, -0.35, -9.49
181942, 0.94, -0.35, -9.49
181954, 0.98, -0.35, -9.41
181966, 0.94, -0.35, -9.49
181978, 0.94, -0.35, -9.45
181990, 0.90, -0.35, -9.45
182002, 0.94, -0.39, -9.49
182014, 0.94, -0.39, -9.41
182026, 0.90, -0.35, -9.45
182038, 0.90, -0.39, -9.45
182050, 0.90, -0.31, -9.49
182062, 0.94, -0.35, -9.45
182074, 0.94, -0.39, -9.49
182086, 0.94, -0.31, -9.38
182098, 0.90, -0.35, -9.49
182110, 0.94, -0.39, -9.45
182122, 0.86, -0.39, -9.41
182134, 0.90, -0.35, -9.45
182146, 0.90, -0.35, -9.45
182158, 0.90, -0.35, -9.49
182170, 0.90, -0.39, -9.45
182182, 0.94, -0.39, -9.45
182194, 0.94, -0.39, -9.45
182206, 0.90, -0.43, -9.38
182218, 0.90, -0.35, -9.45
182230, 0.94, -0.39, -9.45
182242, 0.90, -0.31, -9.41
182254, 0.90, -0.35, -9.41
182266, 0.90, -0.39, -9.49
182278, 0.86, -0.35, -9.38
182290, 0.90, -0.35, -9.49
182302, 0.94, -0.35, -9.41
182314, 0.94, -0.39, -9.45
182326, 0.90, -0.35, -9.49
182338, 0.98, -0.35, -9.45
182350, 0.90, -0.43, -9.45
182362, 0.94, -0.35, -9.45
182374, 0.98, -0.35, -9.45
182386, 0.94, -0.35, -9.41
182398, 0.90, -0.39, -9.45
182410, 0.90, -0.39, -9.41
182422, 0.90, -0.39, -9.49
182434, 0.90, -0.35, -9.49
182446, 0.86, -0.39, -9.49
182458, 0.94, -0.39, -9.53
182470, 0.90, -0.39, -9.45
182482, 0.90, -0.39, -9.49
182494, 0.90, -0.35, -9.45
182506, 0.90, -0.31, -9.45
182518, 0.90, -0.35, -9.49
182530, 0.90, -0.35, -9.49
182542, 0.86, -0.39, -9.45
182554, 0.90, -0.39, -9.45
182566, 0.86, -0.35, -9.45
182578, 0.90, -0.31, -9.41
182590, 0.94, -0.43, -9.45
182602, 0.94, -0.35, -9.49
182614, 0.94, -0.35, -9.45
182626, 0.90, -0.31, -9.45
182638, 0.94, -0.39, -9.41
182650, 0.90, -0.39, -9.45
182662, 0.94, -0.39, -9.49
182674, 0.90, -0.35, -9.49
182686, 0.90, -0.39, -9.41
182698, 0.90, -0.39, -9.45
182710, 0.94, -0.35, -9.49
182722, 0.94, -0.39, -9.41
182734, 0.86, -0.31, -9.45
182746, 0.94, -0.35, -9.45
182758, 0.86, -0.35, -9.45
182770, 0.82, -0.39, -9.45
182782, 0.90, -0.35, -9.45
182794, 0.90, -0.39, -9.45
182806, 0.90, -0.39, -9.45
182818, 0.82, -0.35, -9.45
182830, 0.86, -0.35, -9.45
182842, 0.90, -0.39, -9.41
182854, 0.90, -0.39, -9.45
182866, 0.90, -0.35, -9.41
182878, 0.94, -0.39, -9.41
182890, 0.90, -0.43, -9.45
182902, 0.90, -0.35, -9.45
182914, 0.90, -0.43, -9.41
182926, 0.90, -0.31, -9.49
182938, 0.94, -0.39, -9.45
182950, 0.86, -0.35, -9.49
182962, 0.90, -0.35, -9.41
182974, 0.90, -0.39, -9.45
182986, 0.94, -0.31, -9.45
182998, 0.90, -0.39, -9.45
183010, 0.94, -0.39, -9.49
183022, 0.90, -0.35, -9.53
183034, 0.90, -0.35, -9.53
183046, 0.90, -0.35, -9.49
183058, 0.86, -0.39, -9.45
183070, 0.86, -0.35, -9.41
183082, 0.86, -0.35, -9.45
183094, 0.90, -0.39, -9.45
183106, 0.90, -0.35, -9.45
183118, 0.86, -0.35, -9.45
183130, 0.94, -0.39, -9.49
183142, 0.90, -0.35, -9.45
183154, 0.90, -0.35, -9.41
183166, 0.86, -0.31, -9.45
183178, 0.90, -0.31, -9.49
183190, 0.90, -0.35, -9.49
183202, 0.94, -0.31, -9.41
183214, 0.94, -0.35, -9.45
183226, 0.94, -0.39, -9.45
183238, 0.86, -0.35, -9.45
183250, 0.94, -0.35, -9.45
183262, 0.90, -0.35, -9.45
183274, 0.98, -0.39, -9.45
183286, 0.86, -0.35, -9.49
183298, 0.90, -0.39, -9.49
183310, 0.90, -0.35, -9.45
183322, 0.86, -0.39, -9.49
183334, 0.90, -0.35, -9.49
183346, 0.90, -0.31, -9.53
183358, 0.90, -0.39, -9.45
183370, 0.94, -0.35, -9.53
183382, 0.86, -0.35, -9.45
183394, 0.94, -0.43, -9.45
183406, 0.90, -0.39, -9.45
183418, 0.94, -0.39, -9.45
183430, 0.90, -0.35, -9.45
183442, 0.90, -0.35, -9.45
183454, 0.90, -0.35, -9.49
183466, 0.86, -0.35, -9.49
183478, 0.94, -0.39, -9.38
183490, 0.90, -0.39, -9.49
183502, 0.94, -0.31, -9.45
183514, 0.90, -0.31, -9.49
183526, 0.98, -0.39, -9.49
183538, 0.94, -0.39, -9.41
183550, 0.86, -0.39, -9.45
183562, 0.90, -0.35, -9.45
183574, 0.90, -0.27, -9.45
183586, 0.98, -0.35, -9.45
183598, 0.94, -0.35, -9.45
183610, 0.90, -0.39, -9.45
183622, 0.94, -0.35, -9.49
183634, 0.90, -0.35, -9.41
183646, 0.90, -0.35, -9.45
183658, 0.90, -0.35, -9.49
183670, 0.94, -0.39, -9.49
183682, 0.90, -0.35, -9.49
183694, 0.94, -0.39, -9.53
183706, 0.90, -0.39, -9.45
183718, 0.94, -0.39, -9.41
183730, 0.86, -0.35, -9.45
183742, 0.90, -0.39, -9.45
183754, 0.90, -0.35, -9.41
183766, 0.90, -0.39, -9.45
183778, 0.94, -0.39, -9.45
183790, 0.94, -0.35, -9.41
183802, 0.90, -0.35, -9.45
183814, 0.86, -0.27, -9.49
183826, 0.94, -0.31, -9.45
183838, 0.94, -0.31, -9.45
183850, 0.86, -0.35, -9.49
183862, 0.90, -0.39, -9.41
183874, 0.90, -0.35, -9.49
183886, 0.94, -0.35, -9.45
183898, 0.94, -0.31, -9.45
183910, 0.90, -0.35, -9.49
183922, 0.90, -0.35, -9.45
183934, 0.90, -0.35, -9.45
183946, 0.94, -0.39, -9.49
183958, 0.94, -0.31, -9.49
183970, 0.94, -0.35, -9.45
183982, 0.90, -0.39, -9.49
183994, 0.90, -0.43, -9.41
184006, 0.90, -0.43, -9.53
184018, 0.90, -0.35, -9.45
184030, 0.86, -0.39, -9.45
184042, 0.86, -0.35, -9.53
184054, 0.90, -0.39, -9.49
184066, 0.90, -0.35, -9.49
184078, 0.90, -0.39, -9.53
184090, 0.94, -0.39, -9.45
184102, 0.90, -0.35, -9.49
184114, 0.90, -0.35, -9.45
184126, 0.94, -0.35, -9.41
184138, 0.90, -0.31, -9.41
184150, 0.90, -0.35, -9.49
184162, 0.90, -0.35, -9.49
184174, 0.90, -0.35, -9.45
184186, 0.86, -0.35, -9.41
184198, 0.90, -0.35, -9.53
184210, 0.90, -0.35, -9.45
184222, 0.90, -0.35, -9.45
184234, 0.90, -0.31, -9.45
184246, 0.90, -0.39, -9.49
184258, 0.94, -0.31, -9.53
184270, 0.90, -0.35, -9.45
184282, 0.94, -0.39, -9.45
184294, 0.90, -0.35, -9.49
184306, 0.90, -0.31, -9.49
184318, 0.94, -0.39, -9.49
184330, 0.86, -0.39, -9.49
184342, 0.86, -0.35, -9.45
184354, 0.94, -0.35, -9.49
184366, 0.90, -0.35, -9.45
184378, 0.90, -0.35, -9.38
184390, 0.94, -0.39, -9.49
184402, 0.90, -0.35, -9.49
184414, 0.90, -0.39, -9.45
184426, 0.90, -0.43, -9.45
184438, 0.90, -0.39, -9.49
184450, 0.90, -0.35, -9.38
184462, 0.90, -0.39, -9.49
184474, 0.90, -0.35, -9.45
184486, 0.86, -0.35, -9.41
184498, 0.94, -0.39, -9.41
184510, 0.94, -0.35, -9.41
184522, 0.86, -0.35, -9.49
184534, 0.94, -0.35, -9.49
184546, 0.90, -0.35, -9.45
184558, 0.94, -0.31, -9.41
184570, 0.86, -0.39, -9.45
184582, 0.90, -0.39, -9.49
184594, 0.90, -0.39, -9.38
184606, 0.90, -0.39, -9.45
184618, 0.90, -0.31, -9.45
184630, 0.94, -0.35, -9.45
184642, 0.94, -0.39, -9.45
184654, 0.90, -0.39, -9.49
184666, 0.94, -0.39, -9.49
184678, 0.90, -0.35, -9.45
184690, 0.94, -0.39, -9.45
184702, 0.90, -0.39, -9.45
184714, 0.90, -0.39, -9.41
184726, 0.86, -0.35, -9.45
184738, 0.86, -0.35, -9.45
184750, 0.90, -0.39, -9.49
184762, 0.90, -0.35, -9.49
184774, 0.86, -0.35, -9.45
184786, 0.94, -0.39, -9.38
184798, 0.86, -0.39, -9.41
184810, 0.94, -0.31, -9.45
184822, 0.90, -0.39, -9.45
184834, 0.94, -0.35, -9.41
184846, 0.98, -0.39, -9.49
184858, 0.86, -0.39, -9.49
184870, 0.90, -0.35, -9.45
184882, 0.90, -0.35, -9.49
184894, 0.94, -0.39, -9.45
184906, 0.90, -0.39, -9.41
184918, 0.86, -0.35, -9.41
184930, 0.94, -0.39, -9.49
184942, 0.90, -0.39, -9.41
184954, 0.90, -0.35, -9.45
184966, 0.90, -0.35, -9.53
184978, 0.90, -0.31, -9.45
184990, 0.86, -0.35, -9.53
185002, 0.94, -0.39, -9.53
185014, 0.86, -0.35, -9.49
185026, 0.90, -0.43, -9.38
185038, 0.90, -0.39, -9.45
185050, 0.90, -0.35, -9.49
185062, 0.86, -0.39, -9.45
185074, 0.94, -0.31, -9.45
185086, 0.90, -0.35, -9.45
185098, 0.90, -0.35, -9.45
185110, 0.90, -0.39, -9.45
185122, 0.90, -0.35, -9.45
185134, 0.90, -0.39, -9.45
185146, 0.86, -0.31, -9.41
185158, 0.90, -0.31, -9.45
185170, 0.94, -0.43, -9.45
